,answers.0.values,answers.1.values,answers.10.values,answers.2.values,answers.3.values,answers.4.values,answers.5.values,answers.6.values,answers.7.values,answers.8.values,createdAt,country
619,Turkey,kayseri,,galatasaray,esnaf,,,,,,2021-04-02 15:33:52.534000+00:00,Turkey
620,Turkey,bursa,,bursaspor,öğretmen,,,,,,2021-04-02 14:47:21.245000+00:00,Turkey
621,Turkey,malatya,,galatasaray,esnaf,,,,,,2021-04-02 15:23:47.309000+00:00,Turkey
622,Turkey,50,,1,20,Xrp-btc,20,Binance,İnvesting,Pi,2021-04-04 13:08:29.390000+00:00,Turkey
623,Turkey,antalya, ,galatasaray,garson,,,,,,2021-04-05 19:12:18.071000+00:00,Turkey
624,Turkey,adıyaman,,galatasaray,öğretmen,,,,,,2021-04-01 18:59:51.787000+00:00,Turkey
625,Turkey,balıkesir,Proje çok güzel 05422058711 ,beşiktaş,öğrenci,,,,,,2021-04-02 11:08:26.248000+00:00,Turkey
626,Turkey,niğde,,fenerbahçe,öğretmen,,,,,,2021-03-31 21:14:54.234000+00:00,Turkey
627,Turkey,i̇stanbul,,galatasaray,kaynakçı,,,,,,2021-04-01 04:28:14.132000+00:00,Turkey
628,Turkey,osmaniye,,galatasaray,öğretmen,,,,,,2021-04-02 14:46:01.997000+00:00,Turkey
629,Turkey,osmaniye, güzel bir uygulama.umutla bakıyorum,galatasaray,öğretmen,,,,,,2021-04-02 14:43:30.314000+00:00,Turkey
630,Turkey,osmaniye,Yeni başladım ,fenerbahçe,serbest,,,,,,2021-04-01 16:49:41.342000+00:00,Turkey
631,Turkey,mardin,Mükemmel anketcilik ,fenerbahçe,hemşirelik,,,,,,2021-04-06 20:23:13.607000+00:00,Turkey
632,Turkey,aydın,,galatasaray,serbes meslek,,,,,,2021-04-03 09:05:56.092000+00:00,Turkey
633,Turkey,mersin,Destek ekibinin bir parçası olarak projenin gelişmesine katkı sağlayabilirim. Sosyal medya araçları ve diğer alanlarda projenin bilinirliğini artıracak çalışmalar yürütebilirim.  ile 7/24 iletişime açığım.  ,beşiktaş,müşteri temsilcisi - turizmci,,,,,,2021-04-01 13:19:45.863000+00:00,Turkey
634,Turkey,bursa,,bursaspor,tasarım mühendisi,,,,,,2021-04-02 10:40:46.859000+00:00,Turkey
635,Turkey,sultanbeyli,,yok,bilişim,,,,,,2021-03-31 20:31:02.029000+00:00,Turkey
636,Turkey,tokat,bende kazanmak istiyorum ,galatasaray,pazarlama,,,,,,2021-04-05 16:51:59.563000+00:00,Turkey
637,Turkey,samsun, ,fenerbahçe,serbest,,,,,,2021-04-03 15:35:54.865000+00:00,Turkey
638,Turkey,şırnak,Süleymantetik73 ,galatasaray,mobilya,,,,,,2021-04-01 10:01:48.233000+00:00,Turkey
639,Turkey,i̇stanbul,,fenerbahçe,öğretmen,,,,,,2021-04-05 22:22:42.234000+00:00,Turkey
640,Turkey,i̇stanbul,,galatasaray,teknisyen,,,,,,2021-04-01 18:27:03.510000+00:00,Turkey
641,Turkey,igdir,,fenerbahçe,güvenlik,Xlm.ada .holo.btt,6,Binanda.mcm,Btcturk.paribu.bitay, Btcturk ve paribu,2021-04-04 17:25:40.723000+00:00,Turkey
642,Turkey,i̇stanbul,Uygulama görünümü arayüzünü daha iyi hale getirebilirsiniz,galatasaray,dijital pazarlama,,,,,,2021-04-01 04:27:39.617000+00:00,Turkey
643,Turkey,hatay,.,galatasaray,kamu,,,,,,2021-04-06 10:37:14.657000+00:00,Turkey
644,Turkey,denizli,Ben bu yıl başladım kripto al sat yapmaya şuanlık pek bşy gelmedi gelirse ulaşmaya çalışırın 😅,beşiktaş,oğrenci,,,,,,2021-04-01 05:28:08.037000+00:00,Turkey
645,Turkey,balikesi̇r,,beşiktaş,elektrik mühendisi,,,,,,2021-04-01 11:35:05.753000+00:00,Turkey
646,Turkey,i̇stanbul,,trabzon,müşavir,,,,,,2021-04-04 18:35:11.810000+00:00,Turkey
647,Turkey,ankara,. ,fenerbahçe,öğretmen,,,,,,2021-04-01 20:20:44.589000+00:00,Turkey
648,Turkey,kocaeli,31,bursa spor ,kaldırım mühendisi,Eth,1,Binance,Altın kripto ,B,2021-04-04 21:14:59.208000+00:00,Turkey
649,Turkey,muğla, ,beşiktaş,memur,,,,,,2021-04-03 14:58:13.398000+00:00,Turkey
650,Turkey,ankara, ,there is none ,architect,,,,,,2021-04-01 21:37:21.999000+00:00,Turkey
651,Turkey,istanbul,Daha anlaşılır olmasi,galatasaray,emekli,,,,,,2021-04-01 21:42:31.549000+00:00,Turkey
652,Turkey,ist, ,fenerbahçe,muhasebe,,,,,,2021-04-01 15:43:36.205000+00:00,Turkey
653,Turkey,i̇stanbul,    Tfb projesini güveniyorum,fenerbahçe,öğrenci,,,,,,2021-04-07 01:15:40.988000+00:00,Turkey
654,Turkey,ankara,Proje gerçekten hoşuma gitti ve projenin üniversitelerde yüksek lisans tezlerinde anket yapmak isteyen projesiyle ilgili genel görüşleri almak isteyen kişiler için faydalı olabileceğini düşünüyorum bu konuda katkıda bulunabilirim. Teşekkürler  adresim : ,galatasaray,öğrenci,,,,,,2021-04-01 13:58:29.070000+00:00,Turkey
655,Turkey,muş,10 dk geçsin ,fenerbahçe,öğenci,,,,,,2021-03-31 20:31:30.951000+00:00,Turkey
656,Turkey,mersin,Yardımlaşarak kazanmak,fenerbahçe,muhasebe,,,,,,2021-04-01 11:24:07.941000+00:00,Turkey
657,Turkey,nevsehir, ,beşiktaş,kasap,,,,,,2021-04-01 10:14:56.774000+00:00,Turkey
658,Turkey,manisa,ben Oktay Bay instagram hesabim; Oktaybaay_ Youtube; Oktay Bay,fenerbahçe,kasap,,,,,,2021-04-01 20:35:39.363000+00:00,Turkey
659,Turkey,sinop, ,galatasaray,mermerci,,,,,,2021-03-31 23:59:58.001000+00:00,Turkey
660,Turkey,düzce,Yok,galatasaray,yok,,,,,,2021-04-01 03:33:21.871000+00:00,Turkey
661,Turkey,mersin,Destek ekibinin bir parçası olarak projenin gelişmesine katkı sağlayabilirim. Sosyal medya araçları ve diğer alanlarda projenin bilinirliğini artıracak çalışmalar yürütebilirim.  ile 7/24 iletişime açığım.  ,beşiktaş,müşteri temsilcisi - turizmci,,,,,,2021-04-01 13:19:45.863000+00:00,Turkey
662,Turkey,ankara,,fenerbahçe,serbest,,,,,,2021-04-01 15:02:01.847000+00:00,Turkey
663,Turkey,kayseri,,fenerbahçe,öğrenci,,,,,,2021-04-01 12:22:04.956000+00:00,Turkey
664,Turkey,şırnak,Arkadaşlarım önerdi ve memnunlar,galatasaray,şöför,,,,,,2021-04-01 18:11:05.526000+00:00,Turkey
665,Turkey,ankara,Şuan için bir fikrim yok,galatasaray,satış temsilcisi,,,,,,2021-04-01 20:55:24.604000+00:00,Turkey
666,Turkey,i̇stanbul,,galatasaray,otomatik kapı,,,,,,2021-04-01 21:45:16.818000+00:00,Turkey
667,Turkey,i̇stanbul,,galatasaray,öğrenci,,,,,,2021-04-01 19:30:00.734000+00:00,Turkey
668,Turkey,hatay,Mükemmel,fenerbahçe,müzisyen,,,,,,2021-04-01 09:17:47.329000+00:00,Turkey
669,Turkey,malatya,Daha sonra ,malatya spor ,ev hanımı,,,,,,2021-03-31 20:43:25.629000+00:00,Turkey
670,Turkey,i̇stanbul,Hayır yok. ,beşiktaş,özel güvenlik görevlisi,,,,,,2021-03-31 20:45:18.400000+00:00,Turkey
671,Turkey,bursa, ,samsunspor,borsaci,,,,,,2021-03-31 20:43:01.566000+00:00,Turkey
672,Turkey,ankara,@vrus.exe instagram hesabım boş bir insanım,desteklemiyorum,öğrenci,,,,,,2021-04-01 19:56:48.821000+00:00,Turkey
673,Turkey,erzurum, ,galatasaray,memur,,,,,,2021-04-01 18:00:27.591000+00:00,Turkey
674,Turkey,i̇stanbul,,fenerbahçe,lojistik uzmani,,,,,,2021-04-01 18:54:16.421000+00:00,Turkey
675,Turkey,i̇stanbul,www.twiter/Muzurboy,beşiktaş,serbest,,,,,,2021-04-01 10:19:51.483000+00:00,Turkey
676,Turkey,düzce,Fikrim yok,fenerbahçe,öğrenci,,,,,,2021-04-01 14:12:15.156000+00:00,Turkey
677,Turkey,i̇zmir,,galatasaray,mühendis,,,,,,2021-03-31 20:31:08.767000+00:00,Turkey
678,Turkey,bursa,,galatasaray,otomotiv,,,,,,2021-03-31 20:31:58.982000+00:00,Turkey
679,Turkey,i̇stanbul,Henüz yok,yok,ev hanımı,,,,,,2021-04-01 16:47:07.189000+00:00,Turkey
680,Turkey,istanbul,05446372527 ,beşiktaş,polis,,,,,,2021-04-01 20:54:20.560000+00:00,Turkey
681,Turkey,samsun,,galatasaray,amele,,,,,,2021-04-01 10:58:42.755000+00:00,Turkey
682,Turkey,şanlıurfa,,galatasaray,ogretmen,,,,,,2021-04-01 05:52:06.296000+00:00,Turkey
683,Turkey,mardin,,galatasaray,öğrenci,,,,,,2021-03-31 21:14:33.590000+00:00,Turkey
684,Turkey,i̇stanbul,vlog yazardırarak projeyi geliştirebiliriz. ,fenerbahçe,öğrenci,,,,,,2021-04-01 16:02:10.254000+00:00,Turkey
685,Turkey,uşak,,fenerbahçe,elektrik elektronik mühendisi,,,,,,2021-04-01 20:19:31.202000+00:00,Turkey
686,Turkey,ankara,,beşiktaş,i̇şletmeci,,,,,,2021-03-31 20:28:24.254000+00:00,Turkey
687,Turkey,i̇stanbul,,beşiktaş,esnaf,,,,,,2021-04-01 12:51:08.161000+00:00,Turkey
688,Turkey,istanbul,WhatsApp ,dersim,teknik eleman,,,,,,2021-03-31 20:06:40.071000+00:00,Turkey
689,Turkey,i̇stanbul,,galatasaray,kaynakçı,,,,,,2021-04-01 04:28:14.132000+00:00,Turkey
690,Turkey,kocaeli,,galatasaray,öğrenci,,,,,,2021-04-01 13:49:44.270000+00:00,Turkey
691,Turkey,mersin,Başarılı buluyorum,fenerbahçe,danışman,,,,,,2021-04-01 06:07:08.292000+00:00,Turkey
692,Turkey,kocaeli,Yanıt yok,galatasaray,ev hanımı,,,,,,2021-03-31 19:14:27.985000+00:00,Turkey
693,Turkey,i̇stanbul,,fenerbahçe,finans,,,,,,2021-04-01 09:18:46.998000+00:00,Turkey
694,Turkey,i̇stanbul,"Henüz çok bilgim yok, keşif aşamasındayım  ",galatasaray,reklamcı,,,,,,2021-04-01 17:36:50.817000+00:00,Turkey
695,Turkey,ankara,.,galatasaray,yok,,,,,,2021-04-01 18:42:45.636000+00:00,Turkey
696,Turkey,hatay,Ekibi başarılı buluyorum,galatasaray,berber,,,,,,2021-03-31 19:52:14.924000+00:00,Turkey
697,Turkey,uşak,,galatasaray,çiftçi,,,,,,2021-04-01 05:32:29.729000+00:00,Turkey
698,Turkey,i̇stanbul,Yok,generbahçe,oto servis,,,,,,2021-04-01 10:08:48.836000+00:00,Turkey
699,Turkey,antalya,,galatasaray,doktor,,,,,,2021-04-01 05:50:22.467000+00:00,Turkey
700,Turkey,kahramanmaraş,,galatasaray,öğrenci,,,,,,2021-04-01 12:31:50.474000+00:00,Turkey
701,Turkey,i̇zmir,Yakinda,fenerbahçe,i̇şci,,,,,,2021-04-01 00:11:04.201000+00:00,Turkey
702,Turkey,kocaeli,Referans yapmak istiyorum,kocaeli spor,ev hanımı,,,,,,2021-03-31 21:32:13.776000+00:00,Turkey
703,Turkey,denizli,Şu anda yok,beşiktaş,berber,,,,,,2021-04-01 17:03:16.841000+00:00,Turkey
704,Turkey,i̇stanbul,Evet,beşiktaş,i̇şçi,,,,,,2021-04-01 06:41:19.873000+00:00,Turkey
705,Turkey,ankara,,galatasaray,akademik personel,,,,,,2021-04-01 06:37:16.748000+00:00,Turkey
706,Turkey,hatay,,fenerbahçe,öğrenci,,,,,,2021-04-01 17:39:04.502000+00:00,Turkey
707,Turkey,denizli,,galatasaray,teknisyen,,,,,,2021-04-01 13:39:29.576000+00:00,Turkey
708,Turkey,şırnak,Başarılı,galatasaray,memur,,,,,,2021-03-31 20:20:39.414000+00:00,Turkey
709,Turkey,ankara,,galatasaray,muhasebe,,,,,,2021-04-01 07:09:44.011000+00:00,Turkey
710,Turkey,afyonkarahisar,Yok,fenerbahçe,öğrenci,,,,,,2021-04-01 13:14:20.355000+00:00,Turkey
711,Turkey,ankara,Katılıyorum,beşiktaş,esnaf,,,,,,2021-04-01 05:16:02.240000+00:00,Turkey
712,Turkey,konya,,yok,öğrenci,,,,,,2021-04-01 15:52:52.711000+00:00,Turkey
713,Turkey,i̇stanbul,https://t.me/alperazak,beşiktaş,sahne teknisyeni,,,,,,2021-03-31 19:53:06.433000+00:00,Turkey
714,Turkey,ankara, ,there is none ,architect,,,,,,2021-04-01 21:37:21.999000+00:00,Turkey
715,Turkey,i̇stanbul,İyi uygulama,galatasaray,i̇nsan kaynakları,,,,,,2021-04-01 19:54:28.487000+00:00,Turkey
716,Turkey,i̇stanbul,.,galatasaray,mühendis,,,,,,2021-04-01 16:12:03.475000+00:00,Turkey
717,Turkey,ordu,,trabzon,esnaf,,,,,,2021-04-01 16:01:46.292000+00:00,Turkey
718,Turkey,izmir,,fenerbahçe,bilgi islem,,,,,,2021-04-01 05:50:55.172000+00:00,Turkey
719,Turkey,i̇stanbul,İyi Bi uygulamaya benziyor henüz bir fikrim yok ,galatasaray,öğrenci,,,,,,2021-04-01 17:24:31.934000+00:00,Turkey
720,Turkey,bkk,,paintbal,ofice,,,,,,2021-04-01 17:59:32.272000+00:00,Turkey
721,Turkey,i̇stanbul,,galatasaray,doktor,,,,,,2021-04-01 14:47:55.641000+00:00,Turkey
722,Turkey,i̇stanbul,,a milli,çevre mühendisliği,,,,,,2021-04-01 09:25:08.176000+00:00,Turkey
723,Turkey,kastamonu, ,trabzonspor,ev hanımı,,,,,,2021-03-31 19:45:14.118000+00:00,Turkey
724,Turkey,elazig,Yanında yım TFB,galatasaray,i̇şçi,,,,,,2021-04-01 15:39:20.625000+00:00,Turkey
725,Turkey,bursa,,galatasaray,öğrenci,,,,,,2021-04-01 10:57:15.136000+00:00,Turkey
726,Turkey,ankara,,galatasaray,pilot,,,,,,2021-03-31 18:59:30.768000+00:00,Turkey
727,Turkey,i̇stanbul,Yok,beşiktaş,sales manager,,,,,,2021-04-01 10:39:13.041000+00:00,Turkey
728,Turkey,i̇stanbul, ,galatasaray,i̇ç mimarlık ve dekorasyon,,,,,,2021-03-31 19:05:04.256000+00:00,Turkey
729,Turkey,malatya,Yok,fenerbahçe,öğrenci,,,,,,2021-04-01 12:04:09.283000+00:00,Turkey
730,Turkey,denizli,Ben bu yıl başladım kripto al sat yapmaya şuanlık pek bşy gelmedi gelirse ulaşmaya çalışırın 😅,beşiktaş,oğrenci,,,,,,2021-04-01 05:28:08.037000+00:00,Turkey
731,Turkey,kahramanmaraş,Yok,galatasaray,serbest,,,,,,2021-04-01 20:37:05.734000+00:00,Turkey
732,Turkey,denizli,Huseyin.aksitt instagram ,galatasaray,teknisyen,,,,,,2021-04-01 14:15:56.626000+00:00,Turkey
733,Turkey,konya,,galatasaray,saglik,,,,,,2021-04-01 05:42:03.523000+00:00,Turkey
734,Turkey,i̇stanbul,,galatasaray,anestezi,,,,,,2021-03-31 20:50:54.221000+00:00,Turkey
735,Turkey,osmaniye,,fenerbahçe,şoför,,,,,,2021-04-01 10:47:58.808000+00:00,Turkey
736,Turkey,sivas,Yoktur bir fikrim,sivasspor ,muhendis,,,,,,2021-04-01 13:04:39.813000+00:00,Turkey
737,Turkey,antalya,,fenerbahçe,aşcı,,,,,,2021-04-01 01:48:21.954000+00:00,Turkey
738,Turkey,manisa,,fenerbahçe,tıbbi laboratuvar teknikeri,,,,,,2021-04-01 13:49:58.637000+00:00,Turkey
739,Turkey,izmir,05529411756 aslında pek bir fikrim yok ama katkıda bulunmak isterim,galatasaray,basketbolcu,,,,,,2021-04-01 13:44:33.516000+00:00,Turkey
740,Turkey,şırnak,Süleymantetik73 ,galatasaray,mobilya,,,,,,2021-04-01 10:01:48.233000+00:00,Turkey
741,Turkey,konya,,galatasaray,radyoloji teknisyeni,,,,,,2021-04-01 12:19:18.866000+00:00,Turkey
742,Turkey,i̇stanbul, ,galatasaray,diş ticaret,,,,,,2021-04-01 08:30:16.783000+00:00,Turkey
743,Turkey,van,Yok,fenerbahçe,serbest,,,,,,2021-04-01 12:21:46.948000+00:00,Turkey
744,Turkey,ankara,Yok,beşiktaş,telekomünikasyon,,,,,,2021-04-01 09:42:54.876000+00:00,Turkey
745,Turkey,istanbul, ,fenerbahçe,depocu,,,,,,2021-03-31 20:57:43.494000+00:00,Turkey
746,Turkey,sivas,,galatasaray,öğrenci,,,,,,2021-04-02 15:10:46.039000+00:00,Turkey
747,Turkey,i̇stanbul,uguraliakyoll,galatasaray,mühendis,,,,,,2021-04-01 16:10:41.531000+00:00,Turkey
748,Turkey,yalova, ,fenerbahçe,memur,,,,,,2021-04-01 14:46:27.678000+00:00,Turkey
749,Turkey,antalya,Antalya bölge organizasyonlarında aktif görev alabilirim,galatasaray,ziraat mühendisi,,,,,,2021-04-01 08:21:14.181000+00:00,Turkey
750,Turkey,tokat,KARAKASAHMETHASİM,beşiktaş,memur,,,,,,2021-03-31 19:43:22.700000+00:00,Turkey
751,Turkey,i̇stanbul,Çok güzel,galatasaray,sporcu,,,,,,2021-03-31 19:30:13.900000+00:00,Turkey
752,Turkey,konya,,galatasaray,radyoloji teknikeri,,,,,,2021-04-01 11:38:21.072000+00:00,Turkey
753,Turkey,kocaeli,Teşekkürler ,beşiktaş,muhasebe,,,,,,2021-04-01 19:34:39.125000+00:00,Turkey
754,Turkey,trabzon,,trabzonspor,öğretmen,,,,,,2021-04-01 18:19:44.383000+00:00,Turkey
755,Turkey,ankara,yakup_unsal06.çöm,beşiktaş,esnaf,,,,,,2021-04-01 12:26:29.750000+00:00,Turkey
756,Turkey,i̇zmir,,fenerbahçe,memur,,,,,,2021-04-01 00:28:56.876000+00:00,Turkey
757,Turkey,bartın,05318950090,beşiktaş,biyolog,,,,,,2021-04-01 16:59:01.309000+00:00,Turkey
758,Turkey,"ordu,ünye", ,fenerbahçe,öğrenci,,,,,,2021-04-01 15:58:04.387000+00:00,Turkey
759,Turkey,i̇stanbul,,beşiktaş,aşçı,,,,,,2021-03-31 19:11:05.029000+00:00,Turkey
760,Turkey,afyon,Hayır ,galatasaray,öğrenci,,,,,,2021-03-31 19:03:21.732000+00:00,Turkey
761,Turkey,ankara,,galatasaray,devlet memuru,,,,,,2021-04-01 17:32:55.274000+00:00,Turkey
762,Turkey,i̇stanbul, ,galatasaray,i̇nsan kaynakları,,,,,,2021-04-01 08:46:26.711000+00:00,Turkey
763,Turkey,mardin,,beşiktaş,muhasebe,,,,,,2021-04-01 17:17:38.039000+00:00,Turkey
764,Turkey,türkiye,TFB ile yeni tanıştım bir arkadaşım sayesinde. Umarım iyi yerlere gelir,fenerbahçe,öğrenci,,,,,,2021-03-31 22:06:18.687000+00:00,Turkey
765,Turkey,kırşehir,    ,beşiktaş,mühendis,,,,,,2021-04-01 21:19:50.530000+00:00,Turkey
766,Turkey,diyarbakır, ,barcelona fc,müzik öğretmeni,,,,,,2021-04-01 07:55:34.100000+00:00,Turkey
767,Turkey,istanbul,,fenerbahçe,turkey,,,,,,2021-04-01 16:21:06.306000+00:00,Turkey
768,Turkey,çanakkale,,beşiktaş,memur,,,,,,2021-04-01 16:12:20.545000+00:00,Turkey
769,Turkey,i̇stanbul,,a milli,hemşire,,,,,,2021-04-01 09:44:02.005000+00:00,Turkey
770,Turkey,i̇stanbul,,fenerbahçe,satınalma,,,,,,2021-04-01 17:53:19.392000+00:00,Turkey
771,Turkey,sultanbeyli,,yok,bilişim,,,,,,2021-03-31 20:31:02.029000+00:00,Turkey
772,Turkey,i̇stanbul, ,galatasaray,i̇şçi,,,,,,2021-03-31 20:59:23.944000+00:00,Turkey
773,Turkey,eskişehir,,beşiktaş,i̇şçi,,,,,,2021-04-01 17:48:38.852000+00:00,Turkey
774,Turkey,i̇stanbul,Çok güzel herşey ,galatasaray,satış danışmanı,,,,,,2021-04-01 09:41:23.014000+00:00,Turkey
775,Turkey,ankara,Daha fazla kişinin bilgilendirilmesi lazım. ,fenerbahçe,akademisyen,,,,,,2021-03-31 21:03:54.365000+00:00,Turkey
776,Turkey,i̇stanbul,,galatasaray,teknisyen,,,,,,2021-04-01 18:27:03.510000+00:00,Turkey
777,Turkey,eskisehirde,Deneyelim pek anlamadim,eses,kuafor,,,,,,2021-04-05 19:12:14.718000+00:00,Turkey
778,Turkey,samsun,,galatasaray,öğrenci,,,,,,2021-04-02 14:59:17.203000+00:00,Turkey
779,Turkey,mersin,,galatasaray,aşçı,,,,,,2021-04-02 14:47:35.556000+00:00,Turkey
780,Turkey,türkiye,Haberler kısmına sayaç gelmeli,beşiktaş,kaynak,,,,,,2021-04-06 19:59:50.086000+00:00,Turkey
781,Turkey,şırnak, ,galatasaray,serbest,,,,,,2021-04-06 20:01:15.769000+00:00,Turkey
782,Turkey,i̇stanbul, ,galatasaray,elektrik mühendisi,,,,,,2021-04-06 19:59:48.047000+00:00,Turkey
783,Turkey,tokat,,galatasaray,mobilyaci,,,,,,2021-04-06 20:12:49.604000+00:00,Turkey
784,Turkey,kars,güzel proje anketler kullanılmıyor ama,galatasaray,öğrenci,,,,,,2021-04-06 19:53:05.772000+00:00,Turkey
785,Turkey,mersin,,fenerbahçe,sağlık memuru,,,,,,2021-04-06 19:56:50.305000+00:00,Turkey
786,Turkey,diyarbakir,menekseyasmingmail,galatasaray,ev hanimi,,,,,,2021-04-06 19:50:27.147000+00:00,Turkey
787,Turkey,diyarbakır,,beşiktaş,öğrenci,,,,,,2021-04-06 19:37:55.411000+00:00,Turkey
788,Turkey,izmir,.,galatasaray,öğrenci,,,,,,2021-04-06 19:35:37.019000+00:00,Turkey
789,Turkey,van,Ben de kazanmak istiyorum,fenerbahçe,öğretmen,,,,,,2021-04-06 20:01:45.807000+00:00,Turkey
790,Turkey,diyarbakır,Olumlu dusunuyorum,fenerbahçe,güvenlik,,,,,,2021-04-06 19:28:14.627000+00:00,Turkey
791,Turkey,kars,şimdilik yok,fenerbahçe,öğrenci,,,,,,2021-04-06 19:26:29.677000+00:00,Turkey
792,Turkey,çanakkale,05432902412,galatasaray,öğretmen,,,,,,2021-04-06 20:02:39.671000+00:00,Turkey
793,Turkey,bursa,,beşiktaş,i̇şçi,,,,,,2021-04-06 19:29:50.358000+00:00,Turkey
794,Turkey,tokat,,besiktas ,ogrenci,,,,,,2021-04-06 19:12:19.742000+00:00,Turkey
795,Turkey,i̇stanbul,,fenerbahçe,kuaför,,,,,,2021-04-06 19:06:09.278000+00:00,Turkey
796,Turkey,amasya,Daha sonra denemek istiyorum,galatasaray,grafik tasarım,,,,,,2021-04-06 19:07:08.656000+00:00,Turkey
797,Turkey,sakarya,Bence daha iyi firmalarla iş birliği yapılabilir binance gibi,trabzonspor,mimar,,,,,,2021-04-06 18:46:59.070000+00:00,Turkey
798,Turkey,i̇stanbul,,fenerbahçe,polis,,,,,,2021-04-06 18:42:01.120000+00:00,Turkey
799,Turkey,diyarbakir, beraber kazanalım istiyorum ,galatasaray,ogrenci,,,,,,2021-04-07 10:32:46.560000+00:00,Turkey
800,Turkey,konya,Heyecan ariyorum,fenerbahçe,çiftçi,,,,,,2021-04-06 18:35:09.429000+00:00,Turkey
801,Turkey,şırnak,lider8586.çöm,fenerbahçe,serbest,,,,,,2021-04-06 18:32:25.300000+00:00,Turkey
802,Turkey,şanlıurfa,Bende kazanmak istiyorum,galatasaray,tekstil,,,,,,2021-04-07 12:48:19.491000+00:00,Turkey
803,Turkey,adana, ,fenerbahçe,öğrenci,,,,,,2021-04-06 18:27:50.408000+00:00,Turkey
804,Turkey,diyarbakır,,fenerbahçe,fizyoterapi,,,,,,2021-04-06 22:40:27.627000+00:00,Turkey
805,Turkey,diyarbakır,0541 443 37 79,galatasaray,öğrenci,,,,,,2021-04-06 18:38:51.844000+00:00,Turkey
806,Turkey,konya, ,konyaspor,öğretmen,,,,,,2021-04-06 19:18:12.659000+00:00,Turkey
807,Turkey,i̇zmir,anketler arttırılmalı,fenerbahçe,tekstil,,,,,,2021-04-06 20:00:41.099000+00:00,Turkey
808,Turkey,mardin,,beşiktaş,sağlık,,,,,,2021-04-06 20:07:35.529000+00:00,Turkey
809,Turkey,adıyaman,iyi,fenerbahçe,öğrenci,,,,,,2021-04-06 20:08:15.501000+00:00,Turkey
810,Turkey,adana,,galatasaray,öğrenci,,,,,,2021-04-07 05:07:45.236000+00:00,Turkey
811,Turkey,kocaeli,Yusufk23,trabzonspor,muhasebe,,,,,,2021-04-07 05:03:38.145000+00:00,Turkey
812,Turkey,balıkesir,,fenerbahçe,serbest meslek,,,,,,2021-04-07 04:58:21.998000+00:00,Turkey
813,Turkey,bursa,,bursaspor,öğretmen,,,,,,2021-04-07 04:57:20.143000+00:00,Turkey
814,Turkey,i̇zmir,Bu projeyle herkes kazanacak.,karşıyaka spor kulübü,teknisyen,,,,,,2021-04-07 04:28:54.145000+00:00,Turkey
815,Turkey,adiyaman,Guzel bi uygulama,fenerbahçe,berber,,,,,,2021-04-07 00:36:56.206000+00:00,Turkey
816,Turkey,istanbul,Yeni yukledim kazandirmaya calisicam,beşıktaş ,operatör,,,,,,2021-04-07 00:42:25.224000+00:00,Turkey
817,Turkey,konya, ,fenerbahçe,ev hanimi,,,,,,2021-04-07 10:32:28.380000+00:00,Turkey
818,Turkey,i̇stanbul,,fenerbahçe,gazeteci,,,,,,2021-04-07 00:04:36.453000+00:00,Turkey
819,Turkey,diyarbakır,,galatasaray,öğrenci,,,,,,2021-04-06 22:04:10.374000+00:00,Turkey
820,Turkey,muğla,Cok g6zel,yok,emekli,,,,,,2021-04-06 22:36:05.696000+00:00,Turkey
821,Turkey,sivas, konuyu tam olarak bilmiyorum ama çoğu konuda fikir üretebileceğimi düşünüyorum pratik bir zekam var yani ben öyle düşünüyorum çözüm odaklı düşünebiliyorum,fenerbahçe,öğrenci̇,,,,,,2021-04-06 22:04:26.215000+00:00,Turkey
822,Turkey,çanakkale,..,fenerbahçe,garson,,,,,,2021-04-06 22:01:13.229000+00:00,Turkey
823,Turkey,i̇stanbul,Ne gibi bir faydam olabilir bilmiyorum ama katkıda bulunmak isterim elimden geldiğince. ,trabzonspor,mühendis,,,,,,2021-04-07 08:43:41.914000+00:00,Turkey
824,Turkey,sakarya,,beşiktaş,kamu,,,,,,2021-04-06 21:51:58.655000+00:00,Turkey
825,Turkey,i̇zmir,,galatasaray,market gorevlisi,,,,,,2021-04-06 21:39:57.046000+00:00,Turkey
826,Turkey,bilecik, ,fenerbahçe,doktor,,,,,,2021-04-06 21:29:32.496000+00:00,Turkey
827,Turkey,antalya,,beşiktaş,yazilimci,,,,,,2021-04-06 21:13:33.887000+00:00,Turkey
828,Turkey,diyarbakır,,beşiktaş,öğrenci,,,,,,2021-04-06 21:14:48.480000+00:00,Turkey
829,Turkey,i̇stanbul,", sanal para bir zaman sonra gerçek para olacak",galatasaray,mühendis,,,,,,2021-04-06 21:06:18.492000+00:00,Turkey
830,Turkey,i̇stanbul,Bu projeyi hem Türklerden oluşması hemde güvenilir uzun vadeli bir sağlam proje olarak gördüğüm için borsalarda da aldım inşallah iyi yerlere gelcek ve herkes kazancak.,beşiktaş,i̇nşaat teknikeri,,,,,,2021-04-06 20:40:40.802000+00:00,Turkey
831,Turkey,i̇stanbul,Datanın önemli olduğu ve öneminin daha da artacağı önümüzdeki günlerde böyle bir projeye katkıda bulunmak isterim.  olarak  üzerinden ulaşabilirsiniz ,galatasaray,mühendis,,,,,,2021-04-06 20:36:01.307000+00:00,Turkey
832,Turkey,denizli,Siz işinizi her zamans daha iyisini bilirsiniz,trabzonspor,tabelacı,,,,,,2021-04-06 21:28:57.994000+00:00,Turkey
